Date,Open,High,Low,Close,Volume
2015-08-03,226.3141646780363,229.2193890021889,225.95241898807788,226.64198303222656,9887787
2015-08-04,226.85677794245734,227.3654766928452,221.5663169753164,223.37501525878906,12006872
2015-08-05,223.4315222514497,226.26893703887646,222.49325337604995,223.3184814453125,14345010
2015-08-06,224.0532620911154,224.27935879593684,221.00108485998533,221.3289031982422,8708037
2015-08-07,221.34020752332208,224.73153736154498,220.92194144733642,222.54978942871094,8608888
2015-08-10,222.58371113360838,223.55587720238444,218.0619428544819,219.05673217773438,9288894
2015-08-11,219.53151555113496,220.1306469343335,216.59236394771963,218.4010772705078,8762464
2015-08-12,217.85847711886836,218.40108812422437,212.64714461425336,213.17845153808594,9650325
2015-08-13,214.10540704246196,215.67671958218338,210.12624978241251,211.01930236816406,9340350
2015-08-14,212.57929975689552,219.75758703549596,211.23406890780595,218.6158447265625,12739366
2015-08-17,218.40107950408705,218.40107950408705,213.89061532418086,214.94192504882812,10857430
2015-08-18,216.1401842619891,216.1401842619891,213.02018247497827,213.44973754882812,6630334
2015-08-19,213.42712882984983,217.27062196829831,212.39842728701237,215.82366943359375,8877298
2015-08-20,217.03323922471506,217.03323922471506,206.58796652208972,207.16448974609375,19008087
2015-08-21,205.74013950516925,206.1697096637649,202.8009879713933,205.2766571044922,20050521
2015-08-24,198.9574952977103,198.9574952977103,184.94002771841787,187.5513458251953,35635706
2015-08-25,190.1061506734715,194.58270263572436,186.11570438478046,191.756591796875,49504268
2015-08-26,191.67745542621674,197.78184010109663,189.91397356318123,192.9435577392578,18955515
2015-08-27,195.97313340550147,199.24010338562542,193.768777229609,196.5044403076172,26997546
2015-08-28,197.82705457711302,199.63575274599114,195.8148678656335,197.23922729492188,10770215
2015-08-31,197.34096273978196,197.34096273978196,193.03398733036184,193.50877380371094,20708942
2015-09-01,193.05660321980852,193.05660321980852,188.80614804274833,189.88006591796875,21645696
2015-09-02,192.1748568469112,193.78008163702316,190.50180757031677,192.0731201171875,19652369
2015-09-03,193.0905196695331,194.60531182724594,190.90877162869256,193.04530334472656,11659978
2015-09-04,192.1070316912198,192.1070316912198,186.545257804489,188.9870147705078,16199949
2015-09-07,189.51831397853323,190.81832852217377,187.13309260677414,188.37657165527344,10234633
2015-09-08,189.00961832943614,192.84180735463494,186.5452532613526,191.8583221435547,12900468
2015-09-09,194.66183349599976,198.66358391295614,192.2879009671008,197.61227416992188,17340694
2015-09-10,194.66182121259297,196.8096568882302,193.41832707411905,196.01834106445312,11074406
2015-09-11,197.14877481141772,198.0757395808062,193.57659488197197,194.6505126953125,10634833
2015-09-14,194.83139635156047,195.72444896424622,192.60443195276255,195.30618286132812,7964072
2015-09-15,194.8879028238262,196.6966160826136,193.44093523524236,196.01834106445312,11509788
2015-09-16,197.17141085367265,198.35836954704467,195.6114023938408,197.2731475830078,13424811
2015-09-18,198.60706568738843,203.36621978648793,198.31315957101214,202.43927001953125,34261453
2015-09-21,198.9574937400975,200.8114082398614,198.06444118598577,198.52792358398438,12732187
2015-09-22,198.95750469656764,200.06533484362825,190.9313806248882,191.7000732421875,15745524
2015-09-23,190.59225250014256,193.71226963276754,189.9139924993817,192.25399780273438,15221260
2015-09-24,191.72266405218605,191.72266405218605,188.72700733064656,189.31483459472656,29076982
2015-09-28,189.86875082669107,190.11744059328754,187.3591695389765,188.61395263671875,11624639
2015-09-29,187.6531040638917,192.23137764874951,186.77135555333888,190.0835418701172,15853471
2015-09-30,192.40095158605283,195.52095339338035,189.57484079156862,194.9557342529297,17292020
2015-10-01,197.589652049049,197.589652049049,194.11920878940973,195.4983367919922,8663393
2015-10-05,195.06878208259752,201.21836788729027,194.8539894609315,200.7661895751953,16015412
2015-10-06,202.49578014145357,203.59230616593385,200.25749667696252,203.03839111328125,12330294
2015-10-07,202.28099393165584,207.56015076670903,201.44447683183824,206.59927368164062,11515191
2015-10-08,206.84797977650246,206.84797977650246,200.37056011342787,201.01490783691406,10753149
2015-10-09,202.1340395821211,204.71144553663623,199.29663976204776,200.61924743652344,9327873
2015-10-12,200.7662078904011,203.84100861936605,200.7662078904011,201.61404418945312,6212395
2015-10-13,200.0992446174598,202.6427383286957,199.61315403743555,202.0323028564453,6162561
2015-10-14,202.5296961111781,204.60970739016872,202.11143002072717,204.14622497558594,8002587
2015-10-15,205.2201219558474,205.96620632026335,203.50185653715374,204.31576538085938,9048478
2015-10-16,204.49664705570126,206.8253631591797,204.31578176309347,206.8253631591797,15246935
2015-10-19,212.748858876713,218.28800916044358,212.748858876713,217.83584594726562,33505855
2015-10-20,218.1749846657111,218.55933851787285,215.46192972269242,216.2984619140625,18091895
2015-10-21,216.02713382144603,220.39062958858793,215.46191470987642,215.91409301757812,14404450
2015-10-23,217.93758816596855,219.99499120673008,212.78277648345022,216.06105041503906,12153422
2015-10-26,217.47412051949615,217.7228103098835,212.8167031603406,213.16714477539062,10938775
2015-10-27,212.25147455342872,214.38800620832964,211.93494519660862,212.42103576660156,11601798
2015-10-28,211.8219020960019,213.63061538586587,210.2392855134863,211.8332061767578,11958727
2015-10-29,211.61843256858654,213.65322751132,211.3810317760778,212.74887084960938,13280382
2015-10-30,212.99755430894857,216.11757111623834,212.54539108374468,214.26365661621094,13366359
2015-11-02,214.55757163449277,217.38368246291753,213.6984463786501,216.99932861328125,7222044
2015-11-03,217.77934103825265,219.4071739981861,217.32716270067704,218.67237854003906,11373522
2015-11-04,218.85324400376368,220.43586053122206,213.9245140433563,215.0775604248047,10033187
2015-11-05,214.5575615387585,215.00973985371903,210.94016520353506,211.7540740966797,10767454
2015-11-06,212.398431136998,215.85758558886468,212.0480046239466,215.32627868652344,8367190
2015-11-09,211.05320271333096,218.17496955910948,208.78100709344352,217.3271484375,17031699
2015-11-10,216.3662786692435,216.93149779999797,207.16448526192448,208.6227569580078,11486238
2015-11-13,206.8818871585353,212.19495614353153,206.75754226770647,210.95147705078125,13682323
2015-11-16,209.3575623095286,212.97495888081582,209.07494518464887,211.2340850830078,15346549
2015-11-17,212.0819205468949,212.2740899283541,209.40277782657162,209.75320434570312,8588142
2015-11-18,209.7192855748013,210.55581774663915,205.72883936778285,206.19232177734375,11249222
2015-11-19,207.75233121058562,212.22886801033735,207.37928144652935,211.3358154296875,12183206
2015-11-20,211.16626303638955,215.41671839440986,209.2558129046751,214.0714874267578,11304265
2015-11-23,214.78366382845203,216.5697538813799,213.92452349845945,215.63148498535156,10499517
2015-11-24,215.46192529898065,219.6671641473784,215.02105104999848,218.78541564941406,14806176
2015-11-26,219.53151125055305,224.26805691077593,218.90977171761097,223.52195739746094,23805828
2015-11-27,223.6010891923497,224.39240504005534,220.2323825297261,221.3515167236328,10891864
2015-11-30,221.22717091104798,222.56109772878847,217.5645430679782,218.64976501464844,29919205
2015-12-01,217.94890881566752,221.29500748532317,217.32716924237297,218.37847900390625,12981379
2015-12-02,218.45759856256734,221.49848690698792,218.06194063507164,221.1028289794922,7573628
2015-12-03,220.41324000251342,223.58977717705397,220.23237471447592,220.93324279785156,11361395
2015-12-04,219.82540714708003,220.7071555883531,217.36105729116957,218.27670288085938,13443688
2015-12-07,218.27671574389575,219.98369232595613,214.72714379365618,215.2471466064453,14483909
2015-12-08,214.53495550980645,215.59756927824398,211.64103539442002,212.72625732421875,7532164
2015-12-09,211.66364348825482,213.3027804631106,206.38448688979312,207.0740509033203,9174419
2015-12-10,208.56623880487848,215.64278964256073,208.00101966802453,214.86279296875,18592203
2015-12-11,215.17932461428953,216.81846163782043,213.17844190612203,215.45062255859375,18155513
2015-12-14,214.24104916613388,217.83585246405133,213.87930349253946,215.93670654296875,10563900
2015-12-15,216.36627996700392,221.10282566831887,215.60887636637784,220.63934326171875,15718833
2015-12-16,220.6393383563462,223.2732645942597,220.09672739594177,221.26107788085938,12097338
2015-12-17,221.57761164255714,229.47939051367274,221.11412923703048,228.28111267089844,19369032
2015-12-18,226.94720640262034,228.12286101978276,223.82718947014467,224.2567596435547,16016139
2015-12-21,223.35241365343666,225.86199523517564,222.54980876588425,224.30198669433594,12331769
2015-12-22,224.46023018613784,226.67589041866572,222.4706515723451,223.2167510986328,11579277
2015-12-23,224.23414969028175,227.64807270366325,223.82718768228972,226.94720458984375,12919467
2015-12-24,226.96980593200934,227.7158903473845,225.25154039595444,226.21240234375,11901877
2015-12-28,226.22371671973045,229.19678062034095,226.08806774571264,228.43939208984375,12885935
2015-12-29,228.43938594786638,230.31590864801933,227.70459050723048,229.56982421875,14913870
2015-12-30,229.47940129320645,229.70548292006828,226.54024959061397,227.10546875,8151610
2015-12-31,226.85677202088425,230.54200807162053,225.8845908706546,229.38894653320312,18483713
2016-01-01,228.30373439347554,230.36113759240698,227.94200378600215,229.55853271484375,5416562
2016-01-04,227.21850375356655,229.2080823880039,223.0810893499351,225.02545166015625,30170947
2016-01-05,226.15590005177702,228.34895224314485,225.40981557665305,227.25242614746094,14946239
2016-01-06,227.80632918011977,234.76985434316822,226.1784962450805,233.36810302734375,26759864
2016-01-07,230.84722217657708,232.4185347385635,227.9080856062403,229.083740234375,19739943
2016-01-08,230.60982112195464,233.52634933578568,229.86372162866908,231.90982055664062,21313199
2016-01-11,229.6941604318006,239.83420733636166,228.57502628405533,237.7541961669922,29016443
2016-01-12,238.5229093133962,240.87421846740006,235.38028432610568,236.36376953125,23373377
2016-01-13,238.09334697145744,246.37947987046005,236.75942012866597,243.4629364013672,71802356
2016-01-14,240.52377708965687,244.4011975102304,238.08203528787908,240.02638244628906,27823189
2016-01-15,241.8577040150006,246.32293663468315,240.91943513131778,242.66030883789062,28767318
2016-01-18,243.04466747841445,245.06815833505215,227.91938460230975,229.89764404296875,27254669
2016-01-19,232.64461359820322,237.3472317497979,229.27589201677844,235.94549560546875,21489315
2016-01-20,233.97853344817537,233.97853344817537,223.82718221185056,227.11676025390625,45114225
2016-01-21,230.0559175510766,231.9098321117663,220.82021171393498,222.515869140625,31768619
2016-01-22,224.74283679969028,228.57502570379114,224.74283679969028,227.0263214111328,23682648
2016-01-25,228.34893356032873,230.32720804021963,226.0880570645851,226.98110961914062,13099564
2016-01-27,227.91939092073986,228.3489460082522,225.39850534076092,225.9411163330078,17251028
2016-01-28,226.3141624723973,231.01679602710027,225.43241396456827,229.90895080566406,23074633
2016-01-29,230.37243490748327,235.13158890235576,230.1576573656043,234.09158325195312,19177163
2016-02-01,235.1202702346837,235.53853630357267,231.8646045116343,232.9385223388672,9918809
2016-02-02,232.93852841856622,233.5037475480605,223.94022357740846,226.3480682373047,14771279
2016-02-03,223.37501174258662,224.7315467530111,220.4358751916803,221.88282775878906,15691478
2016-02-04,223.37500583438728,226.31415739978507,218.33324996062618,219.9949951171875,18203784
2016-02-05,221.36281033117305,222.0184620847851,217.36106023505872,219.50889587402344,20998404
2016-02-08,219.55411722053216,222.65152586581587,216.58105346214958,217.2819366455078,12078110
2016-02-09,215.43931870210832,219.03412211350246,214.78366691045883,216.4793243408203,19603494
2016-02-10,215.16802262306814,219.98369701131838,214.4784434901355,217.6436767578125,16883350
2016-02-11,217.68889168085354,218.38977489039647,206.98362508217554,209.02972412109375,17114833
2016-02-12,211.14364206157967,211.14364206157967,200.78880224932666,204.9601287841797,29319458
2016-02-15,207.54884613137764,215.08887955194402,207.54884613137764,214.0488739013672,19283523
2016-02-16,215.0323590767319,216.59236755209332,209.5836410402323,210.38626098632812,13024856
2016-02-17,211.41494145076777,216.46801650332137,207.18709448314095,215.37149047851562,15442221
2016-02-18,217.71149566818548,219.01151024066436,211.61843008469938,212.54539489746094,14433087
2016-02-19,212.52280117080983,215.40541744015366,211.9236546615078,213.5062713623047,10235503
2016-02-22,213.44973847773483,218.92107966722455,213.44973847773483,217.56454467773438,12770834
2016-02-23,217.7454019302871,218.67236671758945,213.1445204198033,214.70452880859375,18989787
2016-02-24,213.6306194143161,216.71670898002017,212.97495253364963,215.38279724121094,15186204
2016-02-25,215.73323734992084,216.26454424401857,212.71495719869625,213.44973754882812,24826958
2016-02-26,215.46192434828131,216.761938927607,213.49495390406955,214.86279296875,8349402
2016-02-29,215.07757609812853,224.86719715793532,211.3923399857469,218.54803466796875,31032353
2016-03-01,218.10715374851623,222.70805048094735,218.09584966767505,221.86021423339844,16453192
2016-03-02,224.48285315785049,227.38809270365007,223.20546174326168,226.42721557617188,20105967
2016-03-03,228.34895381263684,230.1576672434312,225.52285794231037,228.99331665039062,15880459
2016-03-04,229.25328441061623,229.47938110982363,226.87936716843416,227.53501892089844,8987660
2016-03-08,227.78373149882725,233.07419255418364,227.78373149882725,232.1924591064453,13222993
2016-03-09,230.60982338795438,236.01332481211568,230.29329404038506,235.51593017578125,11854901
2016-03-10,235.5950676589967,236.46551207859363,228.12285884277304,228.74459838867188,20706353
2016-03-11,229.45678074590688,232.7689669540507,228.48459961841027,229.3663330078125,15319044
2016-03-14,230.40633081341545,232.05677182120306,229.01589874590755,230.5532989501953,11880095
2016-03-15,231.51417062310372,232.38461503117395,229.50199895936797,230.72286987304688,10487788
2016-03-16,230.83591668846955,231.92113866047671,227.3202569066821,231.00547790527344,11064129
2016-03-17,232.19244812281812,234.4307165190749,228.80111819336366,229.70547485351562,16832997
2016-03-18,230.21416485810323,232.90461148240846,229.63764165948285,232.23765563964844,14030979
2016-03-21,232.40724030141254,235.47073698418504,231.2315856244925,234.5211639404297,12708074
2016-03-22,234.45332628584578,237.90116155140106,234.1481010059801,236.90638732910156,15333442
2016-03-23,236.6916002757669,236.6916002757669,231.1524495213924,232.68984985351562,16806372
2016-03-28,232.87070018472556,233.25505401610712,229.62633850968487,230.70025634765625,18070240
2016-03-29,231.46896094036174,235.58376721695225,230.65505200530265,234.2837677001953,15871250
2016-03-30,235.7420243988177,237.78812345635976,235.7420243988177,236.7255096435547,14453294
2016-03-31,235.35767784019245,238.74899262697048,233.4811400621251,236.30723571777344,30833349
2016-04-01,234.92811024541032,236.55594317191844,231.74026887780303,233.87680053710938,12381116
2016-04-04,235.13160070530478,235.62899539317084,231.8081101265395,234.01246643066406,8632568
2016-04-05,233.17594168704073,235.6742040343864,231.10723443100707,232.18115234375,10259495
2016-04-06,233.34548662618988,234.38549222231805,231.19765095056394,233.71853637695312,6990781
2016-04-07,233.97853502942104,236.94029475069703,231.08461488513663,234.5098419189453,8789163
2016-04-08,234.20462940067225,238.39856434131136,233.14203065598258,234.30638122558594,13411752
2016-04-11,234.45333265420982,236.3750868493297,233.54897596330267,235.1994171142578,10308361
2016-04-12,235.19940174411133,239.07682212495553,234.69070302524815,236.80462646484375,11164859
2016-04-13,237.96900185244817,241.89162362513412,237.96900185244817,241.02117919921875,16038542
2016-04-18,240.96466537178063,241.19076209134033,238.6133560786408,240.72727966308594,19065716
2016-04-20,241.7333793296288,241.7333793296288,234.1820263984508,234.5211639404297,21687934
2016-04-21,235.4481219691464,237.84464757987863,234.00115428230478,235.3916015625,11380697
2016-04-22,234.9054996374244,236.82723864735948,232.71244759644784,234.89419555664062,11705087
2016-04-25,236.13768058134912,236.13768058134912,228.86894516287177,229.90895080566406,61157544
2016-04-26,229.56983105113926,231.49157013194332,227.78372585251176,229.92025756835938,26429236
2016-04-27,230.13505967892385,231.95506210385835,229.70548948338092,230.47418212890625,14502641
2016-04-28,229.2532976527117,230.42895226136184,224.04196538856772,225.34197998046875,61949033
2016-04-29,224.6071802921573,225.7602418092745,221.30629814853646,222.17674255371094,23479680
2016-05-02,221.3402098089888,224.36979400572113,221.1141281938135,223.1376190185547,10620873
2016-05-03,223.37501630452425,224.94632888821334,219.9271809408233,220.6167449951172,17571826
2016-05-04,220.2210732925843,222.402821224797,219.98368759916923,221.13673400878906,13546285
2016-05-05,221.56630370718554,222.34630036188136,219.50890066625362,220.4923858642578,21665684
2016-05-06,219.9836843844645,220.84280959269,218.62714945093913,219.06802368164062,14748329
2016-05-09,220.43587498100428,222.92283319272556,219.93848032021378,222.26718139648438,15347096
2016-05-10,222.2671671497947,222.62891281415486,221.11412076667,222.142822265625,7248302
2016-05-11,219.7123821338739,221.73587300678963,219.30542012463897,220.52630615234375,12339923
2016-05-12,220.66194366321443,224.77674968148494,220.44716613484042,224.46022033691406,12786216
2016-05-13,223.58979801526746,223.9515437172869,220.43588380002214,221.14805603027344,14648291
2016-05-16,220.88803572490315,222.13152990891973,219.55412398531215,220.65065002441406,9327335
2016-05-17,221.6228321815989,222.2671798923761,218.4802071026718,219.11325073242188,12157600
2016-05-18,218.37846933773562,219.87063821070143,217.97150733045814,219.42977905273438,8228838
2016-05-19,219.68975556254506,219.73497188286763,213.78885974592265,215.05494689941406,9134784
2016-05-20,215.2358451381997,215.80106428137657,210.5671238473079,211.2114715576172,18544619
2016-05-23,211.92364706792756,212.6810506925007,209.27841660698203,210.26190185546875,18365734
2016-05-24,209.82102433125243,213.42713182217307,209.82102433125243,212.62452697753906,12283217
2016-05-25,214.7497367372367,215.41669255422434,212.782766434286,215.05494689941406,9240115
2016-05-26,214.78367474172776,215.32628574291692,213.44974785551233,214.0714874267578,14190024
2016-05-27,214.56886734082318,220.8654213746226,214.5010428568695,220.36802673339844,13401594
2016-05-30,220.75237881126841,221.90542521376597,218.17497298038722,219.01150512695312,9633652
2016-05-31,219.07932655498823,219.98368317235548,216.2532309910033,216.55844116210938,23332727
2016-06-01,216.58106520843668,218.42369081955567,215.1906330313984,215.5975799560547,9042808
2016-06-02,215.80107345611097,216.40020486781654,213.675845765277,216.19671630859375,10253825
2016-06-03,217.04453688996242,217.70018866169167,216.10626800897728,216.9654083251953,8643295
2016-06-06,217.27063276529202,217.7228111144442,215.36019772810778,215.868896484375,8672842
2016-06-07,216.42279441570113,217.25931146694523,215.14538803943506,215.92539978027344,18954268
2016-06-08,216.59235041758927,216.59235041758927,214.5914678434445,215.7106170654297,12135516
2016-06-09,217.04454415015724,220.7636924642306,216.18540380520074,219.5654296875,15643495
2016-06-10,220.20977023890342,222.56109448389432,218.92107485560797,220.82020568847656,16316760
2016-06-13,219.28279773550412,222.34629404868764,217.73409345847062,221.8149871826172,10214469
2016-06-14,221.78108914197506,222.78718253706194,219.14716280356615,220.71847534179688,10923848
2016-06-15,221.56630238850676,223.03586304422862,220.15324704329535,222.60630798339844,11129082
2016-06-16,221.7924112498265,222.39154268472132,218.63848183600186,220.72979736328125,9372207
2016-06-17,220.88802499553756,221.2610747418452,219.32801661997772,220.41323852539062,10534878
2016-06-20,219.7915119929576,224.4150169906183,218.85325816989712,223.87240600585938,10758608
2016-06-21,224.75414057961962,224.76544466001303,221.4984748729362,223.17152404785156,13933068
2016-06-22,222.69674927996374,222.900222737736,220.91064411503913,221.67935180664062,12788710
2016-06-23,221.55498898443162,222.01845626740254,219.3054015888631,221.66802978515625,9837526
2016-06-24,218.15236899757357,218.15236899757357,211.03060190371122,215.11148071289062,24985097
2016-06-27,212.63582343546165,216.68278994106726,212.63582343546165,216.06105041503906,9163399
2016-06-28,216.23063538830337,217.39498592275385,215.91410602617256,216.54714965820312,7604977
2016-06-29,217.4967230913092,219.06803563960446,217.04454475545165,218.60455322265625,7523987
2016-06-30,219.75759844319907,221.00109263287595,218.63846423705158,219.11325073242188,12758283
2016-07-01,219.9271768240893,220.8428224881493,219.30542217727407,220.08543395996094,6610193
2016-07-04,220.54891072709418,224.64109363824545,220.54891072709418,223.08108520507812,7803505
2016-07-05,222.9454291100191,226.74370579783974,221.6341255895579,224.52804565429688,11359882
2016-07-07,224.39240737178778,226.20110561183267,222.9567438054342,223.35240173339844,12029091
2016-07-08,223.14893696520838,223.60110022365512,220.7410921528214,221.20457458496094,7140617
2016-07-11,224.05327275106802,224.94632534775263,222.80979363819492,224.3924102783203,8266601
2016-07-12,225.0141402265452,227.21849632898008,224.0532631838863,226.8567657470703,9767494
2016-07-13,227.26371005216205,229.863724041051,227.0263243604991,228.0663299560547,14915296
2016-07-14,227.9193836955326,229.2759035870315,225.69240429865891,227.19589233398438,10758372
2016-07-15,228.12285248084711,230.83590730052688,226.8793734237278,228.84632873535156,13992989
2016-07-18,232.4185248293099,234.84897764251136,226.48371644349217,227.50111389160156,32106850
2016-07-19,227.4445883104908,231.27677722861011,225.0254396330663,230.1124267578125,16649300
2016-07-20,230.59852192402812,232.4863486736264,229.82981425359307,231.2880859375,12265316
2016-07-21,231.51417364632536,231.74027035803033,227.2185021384713,227.5237274169922,6711097
2016-07-22,227.44459765591694,230.11243621285698,227.24110910722786,229.4454803466797,6899519
2016-07-25,229.25329287975873,231.4576489981418,227.74980486112707,231.2315673828125,8241568
2016-07-26,231.28808122957952,233.95591967598446,229.52459940331428,231.5254669189453,10516399
2016-07-27,231.2993923928483,231.9663482518154,228.11155105607983,229.04981994628906,11030767
2016-07-28,229.46808046436388,232.9837400588671,229.0385103124467,232.04547119140625,15610838
2016-07-29,231.51417513652436,231.71766368759174,228.80112022421807,229.456787109375,9629597
2016-08-01,230.15765502403872,230.67765784394965,227.22980748219393,228.23590087890625,7978251
2016-08-02,227.89677269234525,230.60982753374773,227.5124188545793,228.98199462890625,7710138
2016-08-03,229.34373533031075,229.34373533031075,224.16633028786094,224.72024536132812,11872282
2016-08-04,225.86196703111517,226.08804863536835,222.33498835915591,224.50543212890625,10187608
2016-08-05,225.63588315824293,230.38373294746478,225.42110562199588,229.76199340820312,12109001
2016-08-08,230.58723302171177,233.7750745355908,230.30461589397584,232.70115661621094,13556347
2016-08-09,232.1924441138394,233.8881015031744,230.83590914703305,233.02896118164062,13290768
2016-08-10,233.15333357402864,233.89941803553998,226.5402497836755,226.91329956054688,13471958
2016-08-11,226.52892716001986,231.2541686087621,225.99762028769993,229.27589416503906,14169454
2016-08-12,229.93155174965068,235.78724666623958,229.93155174965068,234.1820068359375,16365425
2016-08-16,234.28376851721927,236.21681167737026,229.5924389933676,231.71766662597656,13367575
2016-08-17,231.53678893143302,232.59940276011383,227.715903799157,229.0950469970703,15486572
2016-08-18,229.70546292554525,231.43503249718364,229.70546292554525,230.1689453125,7749690
2016-08-19,230.15765522648672,231.06201189466586,227.69329009720263,229.456787109375,8177802
2016-08-22,228.80112415778493,230.54201303779385,227.71590217420518,228.7672119140625,6684236
2016-08-23,228.80111009067005,229.47938510787924,227.21849353756585,228.45068359375,7320433
2016-08-24,228.73329127873254,231.05070330923417,228.57503414716732,230.72286987304688,8719596
2016-08-25,230.88112006286303,232.64461698763375,228.1228489630751,228.95938110351562,14960746
2016-08-26,230.1350432589729,233.05157158188896,229.38894373778146,232.3959197998047,9639663
2016-08-29,232.24896695859272,239.59683081516957,231.98895800635736,239.0768280029297,16193208
2016-08-30,240.10553720535376,241.57509794976008,238.07074221496802,241.10032653808594,18170724
2016-08-31,240.7611809379762,242.8185840218529,236.71419925533124,239.65335083007812,23295502
2016-09-01,238.07074346983123,242.5359763172006,231.8985339787585,232.68984985351562,42621045
2016-09-02,233.11939279541005,233.44722622796672,226.6080612049248,229.10633850097656,28124615
2016-09-06,230.58721923828125,231.7402656586786,229.4793891408618,230.58721923828125,11510431
2016-09-07,231.0620069429436,232.20374928863058,229.03851611006655,230.07852172851562,12927438
2016-09-08,231.2993991357621,234.21594261854312,230.65505141959503,233.639404296875,12206479
2016-09-09,234.00113856254205,237.36984512575143,232.87070032109236,236.1602783203125,15269894
2016-09-12,232.96113095499473,238.74898617135815,232.67852894318662,236.6011505126953,33684893
2016-09-14,236.9403008259719,239.42725903322724,235.3350760354468,236.20550537109375,18604842
2016-09-15,236.7141932184231,241.9594375220082,236.7141932184231,240.78378295898438,31371009
2016-09-16,241.23596327860878,247.3064206059815,239.44985816587248,243.16900634765625,39324529
2016-09-19,242.49074812825756,245.98381472156524,242.14032162541454,244.71771240234375,16678060
2016-09-20,245.07946026191993,245.24902147448387,241.69944953809423,242.86380004882812,11531268
2016-09-21,242.81860106503473,245.2829512325317,241.68816271608958,242.42294311523438,10943394
2016-09-22,244.85336216725304,247.74728212807904,243.9490055766444,246.19857788085938,18761415
2016-09-23,246.20990854563027,250.8334136263618,246.20990854563027,249.32992553710938,31085948
2016-09-26,249.46556669510565,255.37778213516563,248.75339450345368,250.32470703125,38213411
2016-09-27,252.5403612869812,254.56385209683665,250.18905213753322,251.07078552246094,19374535
2016-09-28,250.4829447878793,250.50555294801677,245.59944636811454,246.5829315185547,24820234
2016-09-29,247.56644655600925,251.1273227609222,241.3264124979892,242.46815490722656,21260295
2016-09-30,241.4620402929419,247.46468811427832,241.0776864656919,245.01162719726562,11199883
2016-10-03,245.75772136962917,250.49426709311626,243.32728360909945,246.59425354003906,18125170
2016-10-04,247.12555864077103,250.57339384094885,246.888157851548,247.87164306640625,13113580
2016-10-05,249.6012360967399,250.16645524821843,245.48642980756986,246.3003387451172,10789932
2016-10-06,246.8881559176076,254.63167759468527,246.8881559176076,251.1386260986328,21111045
2016-10-07,251.86209716878287,253.90818101375726,250.16643981892886,250.73165893554688,15280380
2016-10-10,251.86210432988514,253.67081762827345,247.34033617614506,247.87164306640625,11553662
2016-10-13,246.20989837351448,246.22120245434488,237.84463708332294,239.00900268554688,21938040
2016-10-14,240.3316125606506,244.62728405397158,240.02638728316236,243.643798828125,15265659
2016-10-17,244.17510833416793,244.35598872329945,239.37073805516934,239.80030822753906,9826781
2016-10-18,241.00985970072853,244.79684735069742,240.11682226205627,244.42379760742188,11073137
